 gene 	 metA1a 	 metA1b 	 metB1a 	 metB1b 	 metA10a 	 metA10b 	 metB10a 	 metB10b 	 mtrA1a 	 mtrA1b 	 mtrB1a 	 mtrB1b 	 mtrA10a 	 mtrA10b 	 mtrB10a 	 mtrB10b 
 yhdQ 	 1584.483 	 1590.586 	 1020.586 	 1029.69 	 835.4138 	 818.7931 	 834.1379 	 873.1379 	 1579.31 	 1595.172 	 851.8965 	 865.9655 	 874.1724 	 907.6207 	 863.1035 	 856.4483 
 yunK 	 424.5172 	 419.6897 	 338.7586 	 284.6207 	 584.5862 	 480.1724 	 602.5517 	 598.6207 	 421.7242 	 375.7931 	 258.5172 	 309.4483 	 563.8965 	 484.069 	 520.0345 	 516.6207 
 recR 	 769.3448 	 785.0345 	 684.3104 	 655.5517 	 1177.069 	 1161.138 	 1114.241 	 1179.138 	 791.8965 	 801.8621 	 524.8621 	 556.1379 	 1208.034 	 1247.207 	 1073.759 	 1121.276 
 yhcN 	 1122.828 	 1187.897 	 817.7931 	 822.4138 	 1281.759 	 1200.931 	 1085.552 	 1100.759 	 1151.655 	 1118.345 	 694.1724 	 730.931 	 1309.586 	 1341.966 	 1059.586 	 1083.448 
 yqhH 	 353.8276 	 335.7931 	 249.1724 	 257.4483 	 388.6207 	 379.7242 	 363.4828 	 327,00   	 315.7242 	 295,00   	 240.4138 	 235.2759 	 392.7586 	 388.069 	 353.7586 	 342.3103 
 yobF 	 297.5172 	 303.8276 	 238.9655 	 231.2414 	 433.6897 	 404.5862 	 349.4828 	 358.5862 	 291.1724 	 280.6207 	 213.3103 	 218.2414 	 521.3104 	 491.4483 	 400,00   	 413.8965 
 etfB 	 766,00   	 704.6207 	 637.7586 	 608.7241 	 704.0345 	 682.7241 	 866.6207 	 830.7586 	 750.6552 	 740.931 	 538.5517 	 565.5172 	 889.7241 	 851.3104 	 911.4483 	 876.5517 
 yycE 	 586.5172 	 592.7241 	 480.069 	 435.8965 	 782.4138 	 772.9655 	 825.4483 	 850.1379 	 557.6896 	 532.2069 	 390.2414 	 375.8965 	 792.6896 	 812.1379 	 970.0345 	 870.7586 
 araP 	 480.4483 	 476.1379 	 362.5862 	 362.8276 	 575.3104 	 621.6896 	 686.6207 	 718.5172 	 460.6207 	 498.4138 	 322.6897 	 313.5172 	 710,00   	 686.8965 	 691.5862 	 730.2069 
 yxaC 	 314.7931 	 329.8621 	 275,00   	 214.2069 	 400,00   	 391.3103 	 400.4828 	 366.069 	 298.3793 	 280.0345 	 226.8276 	 251.931 	 386.8621 	 375.7931 	 355.7931 	 313.1379 
 yabH 	 1555.621 	 1538.138 	 1183.655 	 1160.655 	 1 649,00   	 1665.276 	 1763.483 	 1848.966 	 1493.552 	 1460.862 	 926.5517 	 963.5172 	 1817.517 	 1857.345 	 1897.034 	 1919.586 
 yhgE 	 925.069 	 961.069 	 623.8621 	 655.3448 	 904.5862 	 922.1035 	 734.7241 	 834.069 	 910.7241 	 871.2414 	 552.3104 	 513.8965 	 873.6896 	 795.069 	 872.2759 	 856.8276 
 yqcF 	 353.5172 	 347.069 	 262.4138 	 273.0345 	 520.8621 	 509.1379 	 354,00   	 362.931 	 331.5172 	 324.4138 	 235.4828 	 238.3448 	 491.5862 	 468.4138 	 350.0345 	 393.7242 
 yojM 	 409.1724 	 319.5862 	 244.8621 	 246.3448 	 507.2414 	 427.8965 	 460.8621 	 400.7242 	 368.2069 	 337.4828 	 259.8276 	 259.4828 	 556.9655 	 459.7586 	 444.8965 	 422.1379 
 hisP 	 1194.345 	 1131.069 	 957.5172 	 914.4483 	 1879.379 	 1995.379 	 1366.586 	 1403.034 	 1277.828 	 1305.069 	 978.4828 	 987.2069 	 2518.931 	 2611.034 	 1731.931 	 1767.897 
 guaB 	 1011.138 	 1041.517 	 1075.862 	 1099.483 	 2402.586 	 2408.172 	 1883.724 	 1938.138 	 1 035,00   	 1106.103 	 842.3104 	 912.069 	 2 838,00   	 2874.207 	 1998.69 	 2035.138 
 dal 	 501.4828 	 533.5517 	 407.4138 	 422.1379 	 675.4138 	 671.6552 	 547.1379 	 602.3448 	 514.4138 	 534.8621 	 335.2414 	 332.069 	 667.5862 	 640.4483 	 583.7931 	 593,00   
 yfkK 	 284.2069 	 272.5517 	 253.1379 	 254.3448 	 411.9655 	 411.069 	 349.3793 	 350.4138 	 268.2414 	 258.3448 	 222.7586 	 224.2759 	 440.3103 	 406.069 	 364.1724 	 354.3448 
 sul 	 474.069 	 514.4828 	 523,00   	 487.1379 	 958.2069 	 966.4483 	 931.5862 	 944.931 	 499.3448 	 472.3103 	 419.8621 	 408.931 	 1164.586 	 1101.966 	 1045.552 	 993.4828 
 yjbC 	 718.5172 	 745.3448 	 638.8276 	 657.8621 	 1010.586 	 1066.172 	 859.4828 	 915.8621 	 762.5172 	 785.6552 	 503.3448 	 504.2758 	 927.3793 	 1014.862 	 910.3793 	 973.2759 
 glnP 	 427.6207 	 486.2069 	 377.6207 	 385.7931 	 466.931 	 497.1379 	 502.7242 	 523.7241 	 416.2758 	 423.5172 	 296.4138 	 302.6552 	 505.7586 	 505.5862 	 509.5862 	 518.1724 
 yotE 	 282.3103 	 317.1379 	 225.931 	 240.069 	 373.2414 	 408.6207 	 318.7931 	 326.2758 	 265.931 	 288.7242 	 240.7931 	 223.6897 	 357.5172 	 360.931 	 335,00   	 348.1724 
 leuS 	 406.1379 	 422.2414 	 398.7931 	 364.7242 	 619.6207 	 584.7931 	 579.5172 	 606.0345 	 363.6552 	 392.2069 	 309.1379 	 348.1379 	 546.0345 	 544.1035 	 628.7931 	 795.6552 
 yacD 	 541.2069 	 525.6552 	 555.069 	 485.3793 	 913.9655 	 854.4828 	 919,00   	 839.2414 	 504.2414 	 462.1379 	 451.6552 	 424.1724 	 1018.104 	 943.1724 	 1011.724 	 954.5172 
 purB 	 1255.241 	 1253.931 	 981.5517 	 953.4483 	 1312.172 	 1470.345 	 1341.414 	 1334.862 	 1033.31 	 1030.586 	 917.8276 	 962.931 	 1191.034 	 1343.414 	 1650.483 	 1563.379 
 ispA 	 446.9655 	 331.7931 	 371.7586 	 312.4828 	 627.4138 	 491.1379 	 559.8276 	 467.8276 	 394.7242 	 318.1724 	 320.5172 	 292.931 	 711.3793 	 602.069 	 707.1724 	 519.7241 
 fus 	 2831.31 	 2783.069 	 2335.483 	 2324.276 	 3308.759 	 3242.138 	 3117.793 	 3494.069 	 1809.069 	 1776.793 	 1847.414 	 1924.552 	 2888.655 	 3026.172 	 3842.759 	 3720.379 
 xkdW 	 1258.241 	 1189.69 	 903.931 	 864.4483 	 1131.207 	 1257.517 	 1257.759 	 1262.724 	 1091.241 	 1133.276 	 776.4138 	 750,00   	 1422.345 	 1472.069 	 1230.276 	 1217.379 
 acuB 	 678.2759 	 643.4828 	 538.2069 	 450.9655 	 772.7586 	 744.2414 	 812.9655 	 813.1379 	 603.4483 	 578.5862 	 456.1035 	 462.9655 	 1061.207 	 988.7931 	 855.069 	 841,00   
 yorS 	 271.6207 	 246.2414 	 217.5517 	 277.2758 	 322.7242 	 343.8276 	 285.2758 	 272.3448 	 212.3448 	 184.6897 	 188.7931 	 212.8276 	 351.2069 	 324.7242 	 305.5172 	 296.3103 
 ytmA 	 437.5172 	 416.931 	 336.069 	 322.8276 	 553.4138 	 550.7241 	 552.5862 	 574.3104 	 359.6897 	 342.1035 	 271.7586 	 296.5862 	 514.7241 	 524.1035 	 533.5862 	 475.069 
 adaB 	 285.5517 	 275.2758 	 276.4828 	 239.931 	 483.4138 	 383.3793 	 491.3103 	 406.1035 	 229.1379 	 196.7241 	 229.1379 	 206.4828 	 429.2069 	 367.7931 	 568.8276 	 408.9655 
 cotW 	 482.8965 	 524.1724 	 546.5517 	 575.7931 	 485.1035 	 538.1724 	 1305.241 	 1374.379 	 497.1035 	 492.3103 	 439.2414 	 471.5172 	 554.6207 	 604.7931 	 956.2069 	 1005.966 
 ybdO 	 363.7242 	 388.4483 	 265.1035 	 320.0345 	 620.2069 	 649.5862 	 553.5172 	 580.6896 	 310.7931 	 376.4483 	 256.1379 	 272.7586 	 575.5862 	 622.4483 	 470.4483 	 498,00   
 yckE 	 354.0345 	 349.5172 	 223.3448 	 210.4828 	 527.3104 	 590.4138 	 393.7586 	 463.8965 	 296.8965 	 309.8621 	 216.4828 	 232.1724 	 475.5517 	 489.8621 	 359.6552 	 380,00   
 yhdE 	 586.5517 	 599.6896 	 394,00   	 399.7242 	 883.7586 	 903.1724 	 853.1379 	 901.4483 	 543.3448 	 530.5172 	 397.5862 	 412.3793 	 914.1035 	 898.2759 	 753.069 	 814.5172 
 yxeN 	 2745.862 	 2820.069 	 2 562,00   	 2717.621 	 2920.621 	 2833.034 	 3836.138 	 3968.759 	 2 786,00   	 2691.586 	 2293.276 	 2338.759 	 2915.276 	 3145.793 	 3680.655 	 3602.172 
 veg 	 635.4138 	 693.069 	 520.6552 	 606.2759 	 950.7586 	 1000.931 	 840.8965 	 942.5862 	 606.2414 	 743.4138 	 459.3793 	 518.931 	 1044.172 	 1126.483 	 925.1379 	 937,00   
 glnH 	 416.2069 	 442.1379 	 269.931 	 279.1035 	 624.8276 	 615.7931 	 493.3448 	 484.0345 	 371.3103 	 398.4483 	 274.2069 	 282.6897 	 660.7586 	 660.8276 	 404.6552 	 439.3448 
 ypbQ 	 548.069 	 489.931 	 316.9655 	 319.4828 	 650.9655 	 609.4828 	 728.3448 	 674.8965 	 447.931 	 452.931 	 291.4138 	 287.5172 	 610.5862 	 614.5172 	 670.931 	 674.8276 
 yojK 	 880.8965 	 915.4483 	 659.1379 	 722.4483 	 1108.586 	 1154.069 	 1266.172 	 1468.759 	 759.2414 	 870.6207 	 637.8965 	 645.6896 	 1273.172 	 1392.276 	 1237.483 	 1287.069 
 spoVD 	 1384.655 	 1322.172 	 1222.379 	 1300.897 	 2362.448 	 2396.862 	 3474.621 	 3906.345 	 1201.414 	 1323.552 	 1036.897 	 1169.586 	 2877.69 	 3112.31 	 3429.207 	 3448.414 
 yddI 	 3308.172 	 3418.104 	 2579.966 	 2578.759 	 2133.172 	 2024.759 	 3198.069 	 3133.828 	 2838.931 	 2811.828 	 2206.655 	 2276.655 	 2552.104 	 2413.517 	 3050.138 	 2645.172 
 ykrB 	 545.4138 	 570.9655 	 360.4828 	 443.6552 	 676.8276 	 656.6896 	 659.5862 	 704.931 	 497.2414 	 492.8965 	 373.3448 	 345.7586 	 759.069 	 833.069 	 626.1035 	 627.3104 
 yabQ 	 523.5862 	 497.5517 	 421.1379 	 405.2069 	 628.4483 	 597.3448 	 807.7931 	 782.1035 	 411.2069 	 401.3103 	 423.6552 	 414.4828 	 740.7586 	 710.1379 	 675.5172 	 672.3448 
 yotG 	 344.9655 	 314.2758 	 287.4483 	 251.8965 	 397.8965 	 372.5517 	 406.931 	 395.2758 	 304.6207 	 269.931 	 244.0345 	 239.8276 	 507.3103 	 469.931 	 369.9655 	 328.931 
 ycbP 	 468.2414 	 486.1379 	 322.8621 	 287.3103 	 736.7931 	 725.1724 	 526.7931 	 481.4483 	 365.2758 	 419.1379 	 324.4828 	 305.1035 	 782.6207 	 754.2759 	 481.7242 	 437.5517 
 yukD 	 618.8276 	 642.5517 	 475.069 	 486.069 	 746.8276 	 736.6552 	 912.9655 	 987.8621 	 542.7241 	 571.5517 	 373.3448 	 442.5862 	 793.6552 	 974.5862 	 761.7586 	 778.2414 
 dacF 	 798.3104 	 752.1379 	 535.8621 	 499.8276 	 1037.966 	 1058.586 	 1128.69 	 1216.483 	 705.5172 	 731.4138 	 445.7586 	 546.2069 	 1181.931 	 1216.69 	 1067.655 	 1124.034 
 yfiY 	 578.9655 	 593.7931 	 534.2414 	 512.5862 	 1103.103 	 1080.276 	 926.7241 	 969.8276 	 466.1035 	 482.4483 	 454.6897 	 463.2758 	 1195.724 	 1309.586 	 841.6896 	 852.5172 
 yerG 	 501,00   	 504.2414 	 341.4138 	 375.7931 	 749.9655 	 723.4138 	 731.2069 	 788.4828 	 426.4483 	 427.3793 	 352.1724 	 408.7931 	 663.5172 	 731.1724 	 607.7241 	 643.9655 
 yosG 	 336.0345 	 350.4483 	 218.3103 	 239,00   	 350.1724 	 333.2414 	 450.4483 	 352.7586 	 294.2414 	 292.5172 	 262.5517 	 296.7242 	 482.4828 	 413.1379 	 406,00   	 452.3793 
 rpoB 	 1301.31 	 1336.897 	 1426.724 	 1282.31 	 2423.034 	 2372.276 	 2403.483 	 2703.379 	 963.0345 	 1017.069 	 1145.897 	 1258.379 	 2 363,00   	 2542.241 	 2402.793 	 2339.31 
 yqhJ 	 794.2759 	 737.6552 	 806.5517 	 837.931 	 1635.621 	 1706.034 	 2050.241 	 2360.862 	 657.5517 	 707.4828 	 740.6552 	 889.5862 	 1898.517 	 2163.793 	 2024.207 	 2003.069 
 yqkG 	 311.1724 	 345.6207 	 257.2069 	 251.4483 	 470.4483 	 496.5172 	 396.069 	 505.4483 	 270.5517 	 303.3448 	 240.4138 	 244.3103 	 451.4483 	 562.2414 	 337.0345 	 424.6207 
 cydC 	 1052.793 	 1062.897 	 720.3448 	 759.3104 	 1478.241 	 1418.483 	 1669.276 	 1786.276 	 987.2069 	 1038.034 	 806.069 	 857.6552 	 1694.276 	 1716.862 	 1514.448 	 1527.207 
 yqbG 	 612.3448 	 683.3448 	 472.9655 	 522.6207 	 868.1379 	 870.5862 	 972.7241 	 1140.724 	 583.8276 	 619.7241 	 402.8276 	 504.931 	 1157.552 	 1215.759 	 1051.103 	 1027.793 
 spoVAA 	 1 967,00   	 1968.103 	 1555.414 	 1588.379 	 1642.517 	 1654.793 	 2875.552 	 3117.586 	 1864.69 	 1898.655 	 1567.034 	 1715.345 	 2007.862 	 2171.379 	 2712.241 	 2 702,00   
 yesT 	 393.069 	 526.2759 	 281.3103 	 321.2758 	 430.8965 	 414.7586 	 472.2758 	 581.3104 	 360.069 	 428.7931 	 291.8276 	 350.8621 	 436.3103 	 495.2069 	 429.7931 	 434.4483 
 kdgK 	 980.8621 	 978.9655 	 909.3793 	 950.6896 	 605.8621 	 622.069 	 1760.276 	 1845.207 	 1013.931 	 1009.414 	 891.7241 	 933.3793 	 534.6552 	 519.8965 	 1680.69 	 1649.931 
 argF 	 667.2069 	 691.4483 	 456.2414 	 464.4138 	 1012.414 	 1003.828 	 698.5862 	 717.3793 	 430.7586 	 412.6552 	 375.6207 	 333.8965 	 724.4828 	 724.2759 	 455.6552 	 441.7586 
 ybxA 	 592.1379 	 549.2414 	 450.6552 	 423.5517 	 897.8965 	 902.0345 	 920.931 	 880.1724 	 447.6897 	 457.8621 	 444.6552 	 448.1379 	 929.5172 	 880.6552 	 751.4138 	 869.3448 
 greA 	 615.4483 	 637.6896 	 408.931 	 386.0345 	 882.3104 	 972.1724 	 739.8965 	 734.7931 	 487.8276 	 492.7242 	 418.6897 	 404.5517 	 1097.862 	 1056.276 	 653.7931 	 730.3104 
 ddlA 	 559.3793 	 554.4138 	 416.2069 	 434.6897 	 860.8965 	 963.4138 	 986.8965 	 976.6896 	 382.9655 	 422.3448 	 475.7586 	 435.3793 	 900.2759 	 949.2069 	 835.7931 	 854.4483 
 yraI 	 653.0345 	 710.6207 	 378.2414 	 383.0345 	 631.6552 	 622.7586 	 657.2414 	 635.8621 	 559.6896 	 615.2759 	 386.8965 	 382.3448 	 704.2759 	 763.2414 	 551.2414 	 576.8621 
 yvyG 	 711.7241 	 655.6207 	 347.5862 	 322.2414 	 1025.621 	 1030.552 	 596.4828 	 634.931 	 523.7241 	 435.6897 	 411.1379 	 451.5517 	 927.0345 	 942.6207 	 718.7241 	 752.8276 
 yhbE 	 554.2414 	 610.931 	 438.5862 	 404.6207 	 608.069 	 608.3448 	 667.2414 	 654.0345 	 521.7241 	 533.6552 	 365.9655 	 402,00   	 591.8965 	 641.6207 	 662.5517 	 676.7586 
 yqhN 	 871.4138 	 849,00   	 534.7241 	 505.931 	 1144.414 	 1 145,00   	 1074.69 	 1141.379 	 687.0345 	 693.4828 	 514.4138 	 507.2069 	 1020.138 	 1009.862 	 1 065,00   	 1107.483 
 ypzE 	 536.3104 	 543.4483 	 280.8965 	 286.8276 	 755.2069 	 732.5517 	 528.8621 	 493.6207 	 521.7241 	 540.2759 	 271.7242 	 299.1724 	 909,00   	 960.7241 	 519.5862 	 518.5862 
 ypzD 	 249.5517 	 228.7241 	 206.6897 	 202.3103 	 262.6897 	 281,00   	 305.5172 	 301.8621 	 235.4483 	 203.069 	 181.5172 	 216.9655 	 335.3793 	 318.1379 	 322.3448 	 306.1035 
 yufS 	 258.1724 	 274.5862 	 222.1035 	 208.7931 	 424.6897 	 360.5517 	 320.5862 	 305.5172 	 280.8965 	 235.3793 	 228.1035 	 187.4138 	 390.931 	 394.1035 	 274.2414 	 297.1035 
 yvgL 	 310.0345 	 255.5517 	 191.4138 	 213,00   	 357,00   	 341.6897 	 374,00   	 342.2069 	 264.3793 	 274.6552 	 232.4828 	 211.3793 	 388.1724 	 323.7586 	 322.3448 	 291.5517 
 sdhC 	 486.931 	 495.069 	 362.1379 	 382.5172 	 850.2759 	 863.2759 	 608.7586 	 668.3448 	 419.7931 	 466.5172 	 368.4828 	 381.1724 	 692.7931 	 760.1379 	 659.6207 	 683.9655 
 ctaF 	 294.8276 	 314.1379 	 247.6552 	 245.8621 	 360.931 	 389.2069 	 339.1035 	 402.8965 	 325.4483 	 324.9655 	 208.7586 	 217.069 	 406.1724 	 382.9655 	 340.9655 	 357.7586 
 mecA 	 326.9655 	 319.2069 	 208.4828 	 233.1035 	 415,00   	 410.7931 	 267.1724 	 315.5172 	 326.9655 	 291.6897 	 220.3448 	 220.1724 	 411.069 	 462.6897 	 311.3793 	 322.1724 
 yqaF 	 319.8965 	 338.9655 	 215.6207 	 230.4828 	 356.1724 	 341.069 	 347.3103 	 344.1379 	 299.1035 	 321.6897 	 212.6552 	 204.069 	 376.4138 	 336.4483 	 330.3793 	 328.8621 
 rpoC 	 668.8621 	 671.6207 	 522.8965 	 533.4483 	 1060.655 	 1033.69 	 838,00   	 818.4138 	 555.2069 	 543.3104 	 500.069 	 535.2414 	 875.5517 	 880,00   	 827.4483 	 792.3793 
 ybgE 	 444.8621 	 443.5862 	 331.3793 	 373.6207 	 794.2759 	 721.1724 	 655.2759 	 749.8965 	 452,00   	 400.2414 	 326.931 	 358.9655 	 771.0345 	 822.7586 	 674.6552 	 624.4483 
 yukL 	 411.3793 	 442.8965 	 269.4138 	 312.2069 	 577.4138 	 696.8621 	 484.7242 	 476.0345 	 329.8276 	 409.3103 	 256.6552 	 272.3103 	 581.7241 	 644.3104 	 394.069 	 473.4138 
 yvaQ 	 852.9655 	 891.8621 	 690.4138 	 655.931 	 1280.828 	 1319.103 	 1481.759 	 1572.034 	 875.1035 	 832.7241 	 705.1379 	 722.2759 	 1333.276 	 1426.034 	 1542.793 	 1510.517 
 yvcE 	 903.5517 	 913.0345 	 742.1379 	 767.1035 	 1631.552 	 1719.552 	 1317.276 	 1441.552 	 576.7931 	 549.0345 	 752.7241 	 809.2759 	 1065.655 	 1160.552 	 1507.103 	 1475.103 
 spoIVA 	 444.1035 	 474.2069 	 332.5862 	 335.6897 	 468,00   	 463.0345 	 491.5172 	 493.2758 	 451.8965 	 451.8276 	 300.8276 	 343.9655 	 477.5172 	 493.6552 	 512.8965 	 545.069 
 ykjA 	 348.2069 	 348.6207 	 246.3793 	 249.7241 	 362.4483 	 443.931 	 398.7931 	 436.931 	 295.5172 	 346.069 	 205.8276 	 239.069 	 385.3793 	 423.9655 	 357.5862 	 402.8965 
 pheT 	 1427.414 	 1414.414 	 918.8965 	 935.5517 	 1507.345 	 1546.966 	 1698.379 	 1697.69 	 1379.241 	 1387.517 	 973.5172 	 1015.69 	 1636.828 	 1671.517 	 1642.448 	 1672.069 
 rpsC 	 2029.31 	 2068.241 	 1891.897 	 1966.414 	 4390.759 	 4214.379 	 4023.586 	 4161.793 	 1424.897 	 1495.69 	 2 001,00   	 2138.414 	 3543.724 	 3572.828 	 4019.931 	 4 161,00   
 xkdG 	 446.5172 	 444.069 	 386.069 	 408.7586 	 587.5862 	 659.1724 	 632.9655 	 639.2414 	 411.8965 	 469.7242 	 354.5517 	 447.0345 	 673.1379 	 642.5172 	 669.4483 	 513.4483 
 yxiG 	 380.9655 	 496.6207 	 264.3103 	 378.2758 	 450.7586 	 499.4138 	 444.3793 	 511.7586 	 359.1724 	 375.069 	 247.6207 	 379.1724 	 461.4828 	 526.4483 	 402.3793 	 496.4828 
 yfiU 	 2310.896 	 2295.483 	 2138.172 	 2039.621 	 1958.31 	 2011.793 	 2099.138 	 2094.034 	 2071.759 	 2228.448 	 2281.414 	 2307.276 	 2142.104 	 2189.69 	 2162.448 	 2140.793 
 ycgL 	 3501.517 	 3604.828 	 2817.517 	 2984.931 	 4069.069 	 4122.276 	 5127.241 	 5538.345 	 3406.414 	 3614.793 	 2985.621 	 2965.828 	 4 128,00   	 4235.483 	 5303.828 	 5388.069 
 ytbE 	 574.1035 	 428.931 	 389.8621 	 281.1724 	 584.1035 	 413.6552 	 655,00   	 558.6896 	 607.7241 	 390.8965 	 423.3103 	 270.1035 	 656.5172 	 567.4828 	 611.4828 	 468.9655 
 ylxA 	 583.1379 	 575.7586 	 379.7586 	 393.4828 	 771.7931 	 789.1379 	 685.8276 	 721.6552 	 558.1724 	 517.4483 	 471.6207 	 466.0345 	 788.6896 	 796.8965 	 703.6207 	 691.5517 
 yuaF 	 469.4138 	 462.069 	 318.1379 	 330.1724 	 557.4138 	 642.5172 	 498.8621 	 522.6896 	 438.931 	 439.5517 	 323.6552 	 317.1724 	 539.3793 	 557.4828 	 511.2758 	 474.2758 
 rpsH 	 1914.448 	 2028.103 	 2074.69 	 2075.069 	 3450.207 	 3425.448 	 3341.828 	 3607.483 	 1456.103 	 1471.483 	 1761.483 	 1863.621 	 2634.655 	 2792.31 	 3331.414 	 3321.345 
 yosK 	 1391.207 	 1272.069 	 803.3104 	 814.3793 	 1253.759 	 1160.862 	 1509.793 	 1459.862 	 1241.345 	 1138.517 	 746.3104 	 682.6552 	 1285.034 	 1218.69 	 1263.069 	 1361.931 
 cah 	 1594.586 	 1710.862 	 970.5862 	 1011.069 	 1416.379 	 1418.31 	 1094.552 	 1211.793 	 1543.793 	 1517.31 	 934.2414 	 986.0345 	 1514.828 	 1572.724 	 1029.655 	 1047.517 
 rncS 	 1113.207 	 1165.552 	 860.5172 	 885.6552 	 1934.069 	 1909.586 	 1836.069 	 1822.69 	 899.1379 	 997.1724 	 824.8965 	 854.7931 	 1761.793 	 1919.517 	 1699.207 	 1728.828 
 divIB 	 876.1379 	 873.8276 	 756.7586 	 723.2759 	 889.4828 	 897.7931 	 1138.793 	 1107.103 	 930.9655 	 912.8965 	 606.931 	 633.2069 	 926.1724 	 947.8965 	 1096.828 	 1107.69 
 ybcT 	 605.3448 	 617.8276 	 327.1724 	 296.5172 	 517.069 	 515.5862 	 428.8276 	 416.5517 	 582.3104 	 566.7241 	 280.7931 	 256.6207 	 583.069 	 639.5862 	 385.7586 	 386.4138 
 spoVFB 	 333.3103 	 347.4483 	 232.3793 	 256.3448 	 393.9655 	 452.5517 	 401.4483 	 413,00   	 305.1724 	 281.9655 	 220.6207 	 261.9655 	 434.3103 	 464.2414 	 370.3793 	 437.9655 
 yutM 	 1183.241 	 1245.069 	 919.0345 	 916.2414 	 1678.793 	 1672.345 	 1676.862 	 1664.862 	 1155.172 	 1152.897 	 845.2069 	 859.2069 	 1817.621 	 1824.483 	 1537.414 	 1637.379 
 map 	 1816.862 	 1760.034 	 2058.69 	 2048.862 	 2751.31 	 2718.241 	 2950.414 	 2748.207 	 1382.724 	 1313.862 	 1645.276 	 1709.862 	 2457.552 	 2623.828 	 3033.966 	 3147.966 
 yvlC 	 995.4828 	 1114.172 	 840.8965 	 883.2069 	 1165.517 	 1225.621 	 1538.172 	 1451.621 	 1080.483 	 1022.345 	 576.0345 	 681.7586 	 1315.69 	 1366.724 	 1495.345 	 1613.69 
 ydeI 	 276.2414 	 304.7931 	 222.5862 	 220.3448 	 355.4828 	 332.7242 	 310.1724 	 307.1379 	 277,00   	 276.4138 	 219.8621 	 224.7586 	 435.3103 	 367.2758 	 302.931 	 298.4138 
 pbpX 	 498.3448 	 507.3793 	 394.4138 	 428.6552 	 658.1035 	 671.1379 	 609.3793 	 610.7241 	 428.2069 	 446.2069 	 323.8965 	 320.8276 	 642.6552 	 612.5172 	 584.3793 	 560.931 
 dnaN 	 557.7586 	 558.6896 	 454,00   	 400,00   	 565.6207 	 544.5517 	 489.931 	 474.4138 	 483.931 	 464.7242 	 340.9655 	 327.1379 	 523.8276 	 478.7586 	 532.3104 	 532.1379 
 yubC 	 386.1724 	 346.9655 	 309.2414 	 313.6207 	 536.7586 	 525.7586 	 592.4138 	 589.6207 	 347.5172 	 290.7931 	 240.069 	 275.3103 	 529.6896 	 529.3448 	 593.5517 	 611.3793 
 yocS 	 493.3448 	 548.931 	 359.8276 	 348.4138 	 502.8965 	 496.3103 	 534.3793 	 571.3448 	 465.7242 	 490.8621 	 312.5172 	 312.8621 	 645.8276 	 626.8621 	 571.7931 	 612.9655 
 gap 	 1426.241 	 1422.552 	 1231.483 	 1241.828 	 2222.414 	 2231.586 	 1814.966 	 1915.517 	 1067.138 	 1138.759 	 1091.552 	 1 090,00   	 1933.517 	 2035.31 	 1977.586 	 2000.103 
 kbaA 	 565.2069 	 561.9655 	 441.7586 	 461.5517 	 660.1379 	 698.5862 	 731.4483 	 708.2069 	 507.8276 	 537.1724 	 397.8276 	 382.1379 	 666.0345 	 686.7586 	 727.2069 	 780.9655 
 yukA 	 389.4138 	 423.4138 	 408.5172 	 425.7242 	 784.5862 	 769.8276 	 769.3793 	 726.5862 	 334.2069 	 337.2414 	 322.069 	 299.3448 	 636.5517 	 610.7931 	 627.1724 	 560.6896 
 yhjG 	 259.2758 	 246.2069 	 228.3793 	 193.5862 	 355.0345 	 352,00   	 386.5517 	 366.3448 	 228.8276 	 206.5862 	 199,00   	 153.069 	 323.8621 	 303.6897 	 321.5172 	 296.5517 
 cotE 	 281.3793 	 271.2069 	 239.5517 	 243.6207 	 453.1379 	 422.1035 	 438.6552 	 371.1035 	 254,00   	 250.3448 	 295.0345 	 287.7586 	 453.7586 	 479.1035 	 488.7586 	 483.069 
 ywaD 	 469.8276 	 491.6552 	 400.1379 	 354.6207 	 530.7931 	 548.7586 	 539.4483 	 622.7586 	 456.6897 	 447.2758 	 292.7242 	 300.931 	 499.1035 	 494.1379 	 531.6552 	 586.8621 
 yugM 	 457.8965 	 530.4138 	 335.8276 	 310.7931 	 539.1035 	 548.5172 	 530.4138 	 563.5517 	 479.2414 	 532.2069 	 306.2414 	 285.1379 	 509.5172 	 502.4828 	 642,00   	 659.4138 
 yumD 	 261.3448 	 332.7242 	 248.5517 	 226.2414 	 391.6552 	 353.3448 	 358.4138 	 363.5517 	 286.5517 	 261.6552 	 274.7931 	 282.069 	 307.0345 	 290.3448 	 493.6207 	 558.6207 
 tuaG 	 280.6552 	 253.7931 	 226.0345 	 236.4138 	 403.1724 	 402.1379 	 313.1724 	 335.3793 	 226,00   	 247.931 	 191,00   	 203.7586 	 333.5172 	 342.8965 	 356.8965 	 295.8965 
 yufO 	 2811.724 	 2803.69 	 2679.793 	 2510.517 	 4339.828 	 4415.035 	 5418.655 	 5636.172 	 2637.724 	 2638.621 	 1939.862 	 2106.104 	 4807.414 	 4817.828 	 5668.896 	 5416.104 
 ydjE 	 662.3448 	 661.7931 	 558.6552 	 569.4483 	 945.2069 	 1021.828 	 923.7586 	 992.5517 	 545.8965 	 552.1035 	 597.5862 	 540.1379 	 1087.862 	 1073.172 	 1054.793 	 1096.034 
